Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Target
2.7282150069131084,7.193849863718991,5.682929824876503,4.896542189449706,6.175084035791901,22.053531670996712
3.3899426060087468,5.318855001529256,8.601722651422874,4.73366329781724,1.8245055113480546,25.978174017032735
5.190598226212404,4.088238941418445,6.178501480967825,4.2273450334457285,3.7161058892716623,29.011071236413322
6.78868823143704,0.9396122739489121,6.601841160052225,0.5531546716313374,3.660403645927872,40.592000965438025
8.583287709925413,0.20183337095652565,1.5013420024426993,8.454673923502904,8.532154846605094,35.05845447473915
0.6055884050321381,0.3998692865494846,3.0787036532084655,0.7985677401215341,2.9127617547789275,19.58977355966088
7.646793380058073,2.4295927988753685,9.807528374831254,1.8697751423761333,0.3389383477546626,40.95995187336102
7.968302436038738,5.82649024343644,9.808472318286345,1.1956543996519065,6.88805070073606,47.23076128330199
0.2972936724825681,6.573469426360317,2.4441711695894117,1.397585327623918,7.850091457949659,14.885724300375047
8.894142178884595,5.737378871563527,8.675488689812632,3.000483513375446,4.092842335518476,39.367875422598225
7.518895935978513,1.6145397024989627,9.38479603841445,0.5730979555465676,6.738181460245658,54.25268698107379
9.350226609363439,6.453023058755791,5.765929960226006,5.465567839797027,0.8936941023159528,22.494828204129025
9.94678794939381,7.996112314782388,2.6771853645571886,8.736154249868967,5.963158970716236,19.533090930853984
1.8235638049817116,7.477685703268887,9.936273893864566,8.550490248238088,4.924194662462563,27.90464392180744
1.4970213056396564,0.9304769696960169,9.72902295453645,7.9892267619958135,4.120772283470577,38.48919173476734
6.972351253665221,2.7788904191661112,9.38409317802474,5.618981131360662,4.622118662885116,44.716432753032045
3.5400499194119597,5.065638662580878,3.472624614094866,1.493606826545315,8.094999780742695,26.310993792556626
2.793606311233482,1.1349582032165806,0.9302423950957017,1.0414234114756993,5.078289196102114,19.926156378850642
8.52303237748789,6.635229975379547,2.730035887377158,1.8019864487921644,8.329322426373745,27.625199325244
0.41197572329325083,7.258721578752903,2.2708768400244916,0.5601479335850235,9.409739514041194,16.10482933881811
